City,Date,Wind Forecast (km/h),Power (kWh/day),Feasibility
Jaisalmer,2025-06-05,14.577162980543942,6438.697596376889,Feasible
Jaisalmer,2025-06-06,15.358590778866397,7530.661157093831,Feasible
Jaisalmer,2025-06-07,14.582042903380893,6445.166111633246,Feasible
Jaisalmer,2025-06-08,13.158378748884152,4735.721437699298,Feasible
Jaisalmer,2025-06-09,13.391979344975041,4992.4452670401215,Feasible
Jaisalmer,2025-06-10,13.791234387584701,5452.408905952609,Feasible
Jaisalmer,2025-06-11,14.005016151504188,5709.917612502726,Feasible
Jaisalmer,2025-06-12,13.785760581734259,5445.919222134668,Feasible
Jaisalmer,2025-06-13,13.566063928193607,5189.679976333044,Feasible
Jaisalmer,2025-06-14,13.204704441978077,4785.915810987336,Feasible
Jaisalmer,2025-06-15,13.420977387211051,5024.946401874651,Feasible
Jaisalmer,2025-06-16,13.623351899542497,5255.704321562123,Feasible
Jaisalmer,2025-06-17,14.385417164881265,6187.944097913819,Feasible
Jaisalmer,2025-06-18,15.198381191603481,7297.447824037419,Feasible
Jaisalmer,2025-06-19,14.596997557558964,6465.016028319447,Feasible
Jaisalmer,2025-06-20,13.186458278981316,4766.1037830581545,Feasible
Jaisalmer,2025-06-21,13.432853337477422,5038.29762813138,Feasible
Jaisalmer,2025-06-22,13.941933649963474,5633.107440521411,Feasible
Jaisalmer,2025-06-23,14.231359742198746,5991.260328710118,Feasible
Jaisalmer,2025-06-24,14.26834730588441,6038.096029708151,Feasible
Jaisalmer,2025-06-25,13.955558424200433,5649.638471443856,Feasible
Jaisalmer,2025-06-26,13.533968892554382,5152.933308613976,Feasible
Jaisalmer,2025-06-27,13.717559491310718,5365.492065019978,Feasible
Jaisalmer,2025-06-28,13.904077649441193,5587.345835339494,Feasible
Jaisalmer,2025-06-29,14.664117708115912,6554.609362046248,Feasible
Jaisalmer,2025-06-30,15.475877767731411,7704.507327983238,Feasible
Nellore,2025-06-01,11.499065008847055,3160.57854420821,Feasible
Nellore,2025-06-02,11.261654357559847,2968.8317194496267,Feasible
Nellore,2025-06-03,11.123233006415754,2860.6986054846075,Feasible
Nellore,2025-06-04,10.969211361940491,2743.5015782957867,Feasible
Nellore,2025-06-05,11.008699474323157,2773.237398274956,Feasible
Nellore,2025-06-06,10.894580089306148,2687.8837855051124,Feasible
Nellore,2025-06-07,10.698624784056573,2545.440027949616,Feasible
Nellore,2025-06-08,10.921056219444695,2707.527822947155,Feasible
Nellore,2025-06-09,10.443340901652006,2367.540214493601,Feasible
Nellore,2025-06-10,10.841427658005651,2648.73450146021,Feasible
Nellore,2025-06-11,10.846291277309508,2652.300881304577,Feasible
Nellore,2025-06-12,10.792004228675157,2612.674583332137,Feasible
Nellore,2025-06-13,10.41606321372471,2349.0368006141857,Feasible
Nellore,2025-06-14,10.386974697540296,2329.4115308275645,Feasible
Nellore,2025-06-15,10.455904279337787,2376.0949765286555,Feasible
Nellore,2025-06-16,10.457131001078864,2376.9313889355703,Feasible
Nellore,2025-06-17,10.624041836475133,2492.575469266749,Feasible
Nellore,2025-06-18,10.567774162011458,2453.180877991784,Feasible
Nellore,2025-06-19,10.455931578996003,2376.1135880466195,Feasible
Nellore,2025-06-20,10.803378301801757,2620.944061828465,Feasible
Nellore,2025-06-21,10.428541251583379,2357.4890817001215,Feasible
Nellore,2025-06-22,10.814321623467183,2628.9168171034476,Feasible
Nellore,2025-06-23,10.795216454250072,2615.008255058499,Feasible
Nellore,2025-06-24,10.783354239731878,2606.397297865644,Feasible
Nellore,2025-06-25,10.420750478105628,2352.2094518828853,Feasible
Nellore,2025-06-26,10.401763893504354,2339.375701930818,Feasible
Nellore,2025-06-27,10.477910185380448,2391.129041370488,Feasible
Nellore,2025-06-28,10.485202714896914,2396.125128722316,Feasible
Nellore,2025-06-29,10.656933084167596,2515.7977032789013,Feasible
Nellore,2025-06-30,10.605558027577173,2479.5882713171823,Feasible
Kurnool,2025-05-30,14.620027082201622,6495.663686873257,Feasible
Kurnool,2025-05-31,13.772332042949445,5430.020311564493,Feasible
Kurnool,2025-06-01,13.248657059135551,4833.86564817519,Feasible
Kurnool,2025-06-02,12.823577760581976,4383.354838802323,Feasible
Kurnool,2025-06-03,12.43972052306276,4001.389885721014,Feasible
Kurnool,2025-06-04,12.461238587843438,4022.1904794848733,Feasible
Kurnool,2025-06-05,12.52135124186767,4080.6805196536316,Feasible
Kurnool,2025-06-06,11.95340519512193,3550.2090286121747,Feasible
Kurnool,2025-06-07,11.851007271721667,3459.7506029530305,Feasible
Kurnool,2025-06-08,12.122373947601666,3702.9003989321454,Feasible
Kurnool,2025-06-09,11.827887443289807,3439.5414616173452,Feasible
Kurnool,2025-06-10,11.680773328072675,3312.7891014249594,Feasible
Kurnool,2025-06-11,11.358887161278119,3046.3959952004316,Feasible
Kurnool,2025-06-12,11.254974725615346,2963.55213724344,Feasible
Kurnool,2025-06-13,11.307776018723215,3005.457509793046,Feasible
Kurnool,2025-06-14,11.32861606409344,3022.1051799096904,Feasible
Kurnool,2025-06-15,11.286711599805473,2988.6928452929474,Feasible
Kurnool,2025-06-16,11.578368953006677,3226.4218752503875,Feasible
Kurnool,2025-06-17,11.844753673668883,3454.276517701117,Feasible
Kurnool,2025-06-18,11.440161499349847,3112.257097492683,Feasible
Kurnool,2025-06-19,11.464106127575738,3131.8401928683948,Feasible
Kurnool,2025-06-20,11.833976525716979,3444.8562996303413,Feasible
Kurnool,2025-06-21,11.61540045585817,3257.4785275551985,Feasible
Kurnool,2025-06-22,11.525497245998668,3182.423800305992,Feasible
Kurnool,2025-06-23,11.250675713262149,2960.157509942009,Feasible
Kurnool,2025-06-24,11.183308178754412,2907.300203321146,Feasible
Kurnool,2025-06-25,11.264484906612422,2971.0708761145784,Feasible
Kurnool,2025-06-26,11.307356164354786,3005.122746986242,Feasible
Kurnool,2025-06-27,11.282553749224391,2985.39109677463,Feasible
Kurnool,2025-06-28,11.587495892123675,3234.0578146963026,Feasible
